question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,answer,candidate_name,candidate_party,pct
92079,57026,2020,Ohio,383,Public Policy Polling,918,DEM,Public Policy Polling,263,Public Policy Polling,B,648,v,v,Automated Phone,U.S. President,0,,11/27/18,11/28/18,11/3/20,,TRUE,DEM,,FALSE,FALSE,12/6/18 14:41,,https://www.cleveland.com/politics/2018/11/think-sherrod-brown-should-run-for-president-you-might-like-this-2020-poll.html,general,Brown,Sherrod Brown,DEM,48
92079,57026,2020,Ohio,383,Public Policy Polling,918,DEM,Public Policy Polling,263,Public Policy Polling,B,648,v,v,Automated Phone,U.S. President,0,,11/27/18,11/28/18,11/3/20,,TRUE,DEM,,FALSE,FALSE,12/6/18 14:41,,https://www.cleveland.com/politics/2018/11/think-sherrod-brown-should-run-for-president-you-might-like-this-2020-poll.html,general,Trump,Donald Trump,REP,42
92080,57026,2020,Ohio,383,Public Policy Polling,918,DEM,Public Policy Polling,263,Public Policy Polling,B,648,v,v,Automated Phone,U.S. President,0,,11/27/18,11/28/18,11/3/20,,TRUE,DEM,,FALSE,FALSE,12/6/18 14:43,,https://www.cleveland.com/politics/2018/11/think-sherrod-brown-should-run-for-president-you-might-like-this-2020-poll.html,general,Biden,Joseph R. Biden Jr.,DEM,48
92080,57026,2020,Ohio,383,Public Policy Polling,918,DEM,Public Policy Polling,263,Public Policy Polling,B,648,v,v,Automated Phone,U.S. President,0,,11/27/18,11/28/18,11/3/20,,TRUE,DEM,,FALSE,FALSE,12/6/18 14:43,,https://www.cleveland.com/politics/2018/11/think-sherrod-brown-should-run-for-president-you-might-like-this-2020-poll.html,general,Trump,Donald Trump,REP,44
92081,57026,2020,Ohio,383,Public Policy Polling,918,DEM,Public Policy Polling,263,Public Policy Polling,B,648,v,v,Automated Phone,U.S. President,0,,11/27/18,11/28/18,11/3/20,,TRUE,DEM,,FALSE,FALSE,12/6/18 14:45,,https://www.cleveland.com/politics/2018/11/think-sherrod-brown-should-run-for-president-you-might-like-this-2020-poll.html,general,Sanders,Bernard Sanders,DEM,47
92081,57026,2020,Ohio,383,Public Policy Polling,918,DEM,Public Policy Polling,263,Public Policy Polling,B,648,v,v,Automated Phone,U.S. President,0,,11/27/18,11/28/18,11/3/20,,TRUE,DEM,,FALSE,FALSE,12/6/18 14:45,,https://www.cleveland.com/politics/2018/11/think-sherrod-brown-should-run-for-president-you-might-like-this-2020-poll.html,general,Trump,Donald Trump,REP,46
92082,57026,2020,Ohio,383,Public Policy Polling,918,DEM,Public Policy Polling,263,Public Policy Polling,B,648,v,v,Automated Phone,U.S. President,0,,11/27/18,11/28/18,11/3/20,,TRUE,DEM,,FALSE,FALSE,12/6/18 14:46,,https://www.cleveland.com/politics/2018/11/think-sherrod-brown-should-run-for-president-you-might-like-this-2020-poll.html,general,Warren,Elizabeth Warren,DEM,43
92082,57026,2020,Ohio,383,Public Policy Polling,918,DEM,Public Policy Polling,263,Public Policy Polling,B,648,v,v,Automated Phone,U.S. President,0,,11/27/18,11/28/18,11/3/20,,TRUE,DEM,,FALSE,FALSE,12/6/18 14:46,,https://www.cleveland.com/politics/2018/11/think-sherrod-brown-should-run-for-president-you-might-like-this-2020-poll.html,general,Trump,Donald Trump,REP,49
92597,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:09,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Biden,Joseph R. Biden Jr.,DEM,49
92597,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:09,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Trump,Donald Trump,REP,44
92598,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:09,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Booker,Cory A. Booker,DEM,45
92598,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:09,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Trump,Donald Trump,REP,46
92599,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Harris,Kamala D. Harris,DEM,45
92599,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Trump,Donald Trump,REP,45
92600,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,O'Rourke,Beto O'Rourke,DEM,45
92600,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Trump,Donald Trump,REP,46
92601,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Sanders,Bernard Sanders,DEM,48
92601,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Trump,Donald Trump,REP,45
92602,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Warren,Elizabeth Warren,DEM,46
92602,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Trump,Donald Trump,REP,46
92872,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Warren,Elizabeth Warren,DEM,53.5
92872,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Trump,Donald Trump,REP,41.4
92873,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Sanders,Bernard Sanders,DEM,54.1
92873,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Trump,Donald Trump,REP,40.8
92874,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,O'Rourke,Beto O'Rourke,DEM,47.6
92874,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Trump,Donald Trump,REP,40.9
92926,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Biden,Joseph R. Biden Jr.,DEM,53.3
92926,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Trump,Donald Trump,REP,40.3
92927,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Harris,Kamala D. Harris,DEM,46.6
92927,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Trump,Donald Trump,REP,42.4
92928,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Sanders,Bernard Sanders,DEM,52
92928,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Trump,Donald Trump,REP,41.2
92929,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:18,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Warren,Elizabeth Warren,DEM,45.8
92929,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:18,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Trump,Donald Trump,REP,42.5
92972,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Warren,Elizabeth Warren,DEM,48.1
92972,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,51.9
92973,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,O'Rourke,Beto O'Rourke,DEM,47
92973,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,53
92974,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Biden,Joseph R. Biden Jr.,DEM,50.6
92974,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,49.4
92975,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Sanders,Bernard Sanders,DEM,49.5
92975,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,50.5
92976,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Harris,Kamala D. Harris,DEM,46.8
92976,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,53.2
92977,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Brown,Sherrod Brown,DEM,45.5
92977,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,54.5
92978,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Gillibrand,Kirsten E. Gillibrand,DEM,46
92978,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,54
92979,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Pelosi,Nancy Pelosi,DEM,45.2
92979,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,54.8
92980,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:29,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Warren,Elizabeth Warren,DEM,40.1
92980,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:29,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,48.5
92980,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:29,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Schultz,Howard Schultz,DEM,11.4